index,"movie","name","point"
36,"뺑반","moni****","6"
37,"극한직업","gusw****","6"
38,"악녀","fltn****","10"
39,"폴리스 스파이","thdr****","1"
40,"말모이","ghn0****","5"
41,"더 서클","femm****","6"
42,"스타 이즈 본","ujr7****","10"
43,"드래곤 길들이기 3","juli****","10"
44,"뺑반","seul****","10"
45,"물괴","k241****","7"
46,"즐거운 인생","hy72****","10"
47,"사일런트 힐","mag9****","10"
48,"나의 독재자","dndu****","8"
49,"완벽한 타인","sall****","1"
50,"남자가 사랑할 때","imin****","10"
51,"스윙키즈","gkst****","10"
52,"콰이어트 플레이스","yena****","1"
53,"뺑반","baby****","1"
54,"극한직업","tjra****","10"
55,"극한직업","bonj****","10"
56,"세 얼간이","tomo****","10"
57,"공범","1mir****","7"
58,"안시성","wise****","10"
59,"악녀","ymk9****","10"
60,"램페이지","popc****","10"
61,"악녀","dorl****","10"
62,"성냥팔이 소녀의 재림","a956****","1"
63,"완벽한 타인","alsl****","10"
64,"창궐","hana****","9"
65,"극한직업","alsl****","8"
66,"보헤미안 랩소디","yuki****","7"
67,"뺑반","mini****","8"
68,"뺑반","seh7****","6"
69,"PMC: 더 벙커","gkmk****","1"
70,"극장판 헬로카봇:옴파로스 섬의 비밀","syjh****","10"
71,"김씨 표류기","qse1****","10"
72,"뺑반","alsl****","10"
73,"악녀","rldu****","4"
74,"뺑반","mina****","1"
75,"뺑반","krkr****","1"
76,"극한직업","gust****","10"
77,"극한직업","neoc****","10"
78,"뺑반","gust****","1"
79,"공작","bboj****","8"
80,"아수라","rldn****","10"
81,"뺑반","dkfe****","10"
82,"성스러운 피","jyso****","10"
83,"뺑반","gnle****","2"
84,"내안의 그놈","from****","2"
85,"PMC: 더 벙커","naiv****","8"
86,"극한직업","park****","2"
87,"극한직업","sdso****","10"
88,"극한직업","adam****","8"
89,"극장판 헬로카봇:옴파로스 섬의 비밀","sjlo****","2"
90,"PMC: 더 벙커","gust****","2"
91,"뺑반","qwer****","10"
92,"극한직업","with****","1"
93,"파닥파닥","dudt****","10"
94,"바람계곡의 나우시카","alf0****","9"
95,"모털 엔진","bale****","8"
96,"극한직업","gjdb****","1"
97,"극한직업","bboj****","7"
98,"내안의 그놈","adam****","1"
99,"뺑반","gkdl****","5"
100,"극한직업","topo****","10"
101,"드래곤 길들이기 3","skdu****","10"
102,"극한직업","auto****","10"
103,"극한직업","majo****","2"
104,"그린 북","edwd****","10"
105,"드래곤 길들이기 3","benb****","10"
106,"말모이","dbwl****","10"
107,"뺑반","youn****","7"
108,"클래식","lhw5****","10"
109,"극한직업","park****","10"
110,"뺑반","dust****","1"
111,"완벽한 타인","abcd****","10"
112,"PMC: 더 벙커","rial****","4"
113,"원피스 필름 골드","tjdg****","10"
114,"불한당: 나쁜 놈들의 세상","kima****","10"
115,"범블비","woot****","1"
116,"뺑반","akzk****","1"
117,"장군의 아들 2","vktk****","8"
118,"극한직업","ek01****","9"
119,"가버나움","edwd****","10"
120,"가버나움","bgr6****","10"
121,"주먹왕 랄프 2: 인터넷 속으로","gahy****","10"
122,"리벤져","psyc****","1"
123,"나를 잊지 말아요","thsw****","8"
124,"침묵","gun2****","6"
125,"무서운 이야기 3 : 화성에서 온 소녀","thdd****","1"
126,"내안의 그놈","gahy****","9"
127,"PMC: 더 벙커","gkrd****","2"
128,"나와 봄날의 약속","thdd****","1"
129,"극한직업","gahy****","6"
130,"가버나움","cvcv****","10"
131,"장군의 아들","vktk****","8"
132,"구르믈 버서난 달처럼","sinj****","4"
133,"펭귄 하이웨이","ghda****","10"
134,"극한직업","youn****","10"
135,"드래곤 길들이기 3","airj****","10"
136,"극한직업","imin****","10"
137,"폴리스 스파이","insi****","3"
138,"크레이지 리치 아시안","kino****","6"
139,"뺑반","madb****","4"
140,"극한직업","yung****","10"
141,"인생 후르츠","edwd****","10"
142,"신과함께-인과 연","suji****","10"
143,"극한직업","kiwo****","10"
144,"말모이","nars****","8"
145,"뺑반","bkmj****","2"
146,"뺑반","plmo****","8"
147,"뺑반","ansj****","1"
148,"사일런스","wbet****","10"
149,"뺑반","kiwo****","1"
150,"뺑반","sang****","2"
151,"러브 유어셀프 인 서울","pje1****","10"
152,"악녀","sang****","10"
153,"극한직업","kbkc****","10"
154,"그대 이름은 장미","appl****","10"
155,"쇼생크 탈출","poot****","10"
156,"극한직업","adad****","10"
157,"악녀","ryun****","10"
158,"극한직업","fwjd****","7"
159,"건축학개론","stru****","10"
160,"베테랑","uzze****","10"
161,"리벤져","cher****","3"
162,"극한직업","znz9****","10"
163,"뺑반","kjhs****","4"
164,"악마는 프라다를 입는다","wosp****","10"
165,"극한직업","dake****","10"
166,"쏜다","pigs****","8"
167,"말모이","eksh****","10"
168,"극한직업","ghdt****","10"
169,"디태치먼트","bht6****","7"
170,"극한직업","joyt****","10"
171,"문라이즈 킹덤","paik****","8"
172,"뺑반","thdd****","10"
173,"가버나움","ejde****","10"
174,"내안의 그놈","ange****","10"
175,"거미줄에 걸린 소녀","pka8****","8"
176,"극한직업","wtli****","5"
177,"내안의 그놈","rlwj****","10"
178,"극한직업","jiwo****","4"
179,"드래곤 길들이기 3","a640****","10"
180,"극한직업","youn****","10"
181,"극한직업","wwkd****","10"
182,"극한직업","anna****","10"
183,"극한직업","thwl****","10"
184,"비긴 어게인","bht6****","7"
185,"카메라를 멈추면 안 돼!","hsn0****","10"
186,"뺑반","youn****","2"
187,"드래곤 길들이기 3","wogk****","10"
188,"극한직업","neme****","1"
189,"킹스맨: 골든 서클","bht6****","4"
190,"극한직업","a640****","4"
191,"극한직업","youn****","8"
192,"뺑반","ja32****","1"
193,"스텝포드 와이프","kwon****","1"
194,"그랜 토리노","gold****","10"
195,"극한직업","aodw****","10"
196,"극한직업","kstr****","10"
197,"파이란","jm2d****","8"
198,"그 시절, 우리가 좋아했던 소녀","jeue****","9"
199,"얼굴도둑","dbst****","8"
0,"극장판 헬로카봇:옴파로스 섬의 비밀","h000****","2"
1,"뺑반","yocv****","10"
2,"극한직업","back****","10"
3,"드래곤 길들이기 3","cr42****","10"
4,"뺑반","opna****","10"
5,"아키라","phl1****","6"
6,"본 레거시","ahnj****","9"
7,"머니백","blue****","10"
8,"극한직업","soob****","6"
9,"신비한 동물들과 그린델왈드의 범죄","a102****","2"
10,"불가사리","wing****","8"
11,"연애, 그 참을 수 없는 가벼움","ktyd****","10"
12,"뺑반","back****","2"
13,"셔터","pjy9****","8"
14,"주먹왕 랄프 2: 인터넷 속으로","soft****","6"
15,"말모이","myvl****","8"
16,"주먹왕 랄프 2: 인터넷 속으로","tjdm****","10"
17,"극한직업","myvl****","7"
18,"극한직업","sive****","10"
19,"뺑반","myvl****","9"
20,"뺑반","khjp****","10"
21,"베스와 베라","amyd****","9"
22,"론 서바이버","look****","10"
23,"전우치","octo****","10"
24,"완벽한 타인","koco****","7"
25,"뺑반","onod****","5"
26,"보헤미안 랩소디","bles****","7"
27,"마약왕","tlqk****","7"
28,"게이트","kell****","1"
29,"극한직업","koco****","6"
30,"콘스탄틴","ajtw****","7"
31,"표절","gaja****","10"
32,"뺑반","xxxb****","10"
33,"극한직업","ahnh****","8"
34,"극한직업","sund****","1"
35,"베어","rick****","10"
36,"루시드 드림","seba****","8"
37,"국가부도의 날","koco****","9"
38,"공공의 적","baks****","10"
39,"천번의 굿나잇","aco8****","8"
40,"붉은 돼지","chas****","10"
41,"드래곤 길들이기 3","sjyw****","10"
42,"드래곤 길들이기 3","kdfj****","10"
43,"드래곤 길들이기 3","ounm****","10"
44,"오퍼나지 - 비밀의 계단","woej****","9"
45,"신과함께-죄와 벌","disk****","5"
46,"뺑반","jinj****","1"
47,"극한직업","dudt****","10"
48,"판의 미로 - 오필리아와 세 개의 열쇠","woej****","10"
49,"극한직업","ho_7****","10"
50,"뺑반","ques****","2"
51,"석양의 무법자","tomo****","10"
52,"인터스텔라","cc14****","10"
53,"칠드런 오브 맨","woej****","4"
54,"뺑반","mutu****","5"
55,"보헤미안 랩소디","mng1****","7"
56,"내안의 그놈","yj68****","10"
57,"127 시간","disk****","7"
58,"극한직업","yj68****","10"
59,"벤자민 버튼의 시간은 거꾸로 간다","baks****","10"
60,"뺑반","yj68****","10"
61,"극한직업","trip****","10"
62,"극한직업","tmjg****","10"
63,"너의 결혼식","yon0****","10"
64,"취화선","ceoh****","10"
65,"악녀","hank****","2"
66,"국가부도의 날","l318****","10"
67,"극한직업","5435****","9"
68,"죽은 시인의 사회","yuki****","9"
69,"극한직업","kmtt****","10"
70,"뺑반","siu0****","1"
71,"코쿠리코 언덕에서","dkss****","1"
72,"고사: 피의 중간고사","5818****","10"
73,"스윙키즈","thk_****","8"
74,"마루 밑 아리에티","dkss****","10"
75,"러브 & 드럭스","patp****","10"
76,"신비한 동물사전","song****","4"
77,"뺑반","moni****","6"
78,"극한직업","gusw****","6"
79,"악녀","fltn****","10"
80,"폴리스 스파이","thdr****","1"
81,"말모이","ghn0****","5"
82,"더 서클","femm****","6"
83,"스타 이즈 본","ujr7****","10"
84,"드래곤 길들이기 3","juli****","10"
85,"뺑반","seul****","10"
86,"물괴","k241****","7"
87,"즐거운 인생","hy72****","10"
88,"사일런트 힐","mag9****","10"
89,"나의 독재자","dndu****","8"
90,"완벽한 타인","sall****","1"
91,"남자가 사랑할 때","imin****","10"
92,"스윙키즈","gkst****","10"
93,"콰이어트 플레이스","yena****","1"
94,"뺑반","baby****","1"
95,"극한직업","tjra****","10"
96,"극한직업","bonj****","10"
97,"세 얼간이","tomo****","10"
98,"공범","1mir****","7"
99,"안시성","wise****","10"
100,"악녀","ymk9****","10"
101,"램페이지","popc****","10"
102,"악녀","dorl****","10"
103,"성냥팔이 소녀의 재림","a956****","1"
104,"완벽한 타인","alsl****","10"
105,"창궐","hana****","9"
106,"극한직업","alsl****","8"
107,"보헤미안 랩소디","yuki****","7"
108,"뺑반","mini****","8"
109,"뺑반","seh7****","6"
110,"PMC: 더 벙커","gkmk****","1"
111,"극장판 헬로카봇:옴파로스 섬의 비밀","syjh****","10"
112,"김씨 표류기","qse1****","10"
113,"뺑반","alsl****","10"
114,"악녀","rldu****","4"
115,"뺑반","mina****","1"
116,"뺑반","krkr****","1"
117,"극한직업","gust****","10"
118,"극한직업","neoc****","10"
119,"뺑반","gust****","1"
120,"공작","bboj****","8"
121,"아수라","rldn****","10"
122,"뺑반","dkfe****","10"
123,"성스러운 피","jyso****","10"
124,"뺑반","gnle****","2"
125,"내안의 그놈","from****","2"
126,"PMC: 더 벙커","naiv****","8"
127,"극한직업","park****","2"
128,"극한직업","sdso****","10"
129,"극한직업","adam****","8"
130,"극장판 헬로카봇:옴파로스 섬의 비밀","sjlo****","2"
131,"PMC: 더 벙커","gust****","2"
132,"뺑반","qwer****","10"
133,"극한직업","with****","1"
134,"파닥파닥","dudt****","10"
135,"바람계곡의 나우시카","alf0****","9"
136,"모털 엔진","bale****","8"
137,"극한직업","gjdb****","1"
138,"극한직업","bboj****","7"
139,"내안의 그놈","adam****","1"
140,"뺑반","gkdl****","5"
141,"극한직업","topo****","10"
142,"드래곤 길들이기 3","skdu****","10"
143,"극한직업","auto****","10"
144,"극한직업","majo****","2"
145,"그린 북","edwd****","10"
146,"드래곤 길들이기 3","benb****","10"
147,"말모이","dbwl****","10"
148,"뺑반","youn****","7"
149,"클래식","lhw5****","10"
150,"극한직업","park****","10"
151,"뺑반","dust****","1"
152,"완벽한 타인","abcd****","10"
153,"PMC: 더 벙커","rial****","4"
154,"원피스 필름 골드","tjdg****","10"
155,"불한당: 나쁜 놈들의 세상","kima****","10"
156,"범블비","woot****","1"
157,"뺑반","akzk****","1"
158,"장군의 아들 2","vktk****","8"
159,"극한직업","ek01****","9"
160,"가버나움","edwd****","10"
161,"가버나움","bgr6****","10"
162,"주먹왕 랄프 2: 인터넷 속으로","gahy****","10"
163,"리벤져","psyc****","1"
164,"나를 잊지 말아요","thsw****","8"
165,"침묵","gun2****","6"
166,"무서운 이야기 3 : 화성에서 온 소녀","thdd****","1"
167,"내안의 그놈","gahy****","9"
168,"PMC: 더 벙커","gkrd****","2"
169,"나와 봄날의 약속","thdd****","1"
170,"극한직업","gahy****","6"
171,"가버나움","cvcv****","10"
172,"장군의 아들","vktk****","8"
173,"구르믈 버서난 달처럼","sinj****","4"
174,"펭귄 하이웨이","ghda****","10"
175,"극한직업","youn****","10"
176,"드래곤 길들이기 3","airj****","10"
177,"극한직업","imin****","10"
178,"폴리스 스파이","insi****","3"
179,"크레이지 리치 아시안","kino****","6"
180,"뺑반","madb****","4"
181,"극한직업","yung****","10"
182,"인생 후르츠","edwd****","10"
183,"신과함께-인과 연","suji****","10"
184,"극한직업","kiwo****","10"
185,"말모이","nars****","8"
186,"뺑반","bkmj****","2"
187,"뺑반","plmo****","8"
188,"뺑반","ansj****","1"
189,"사일런스","wbet****","10"
190,"뺑반","kiwo****","1"
191,"뺑반","sang****","2"
192,"러브 유어셀프 인 서울","pje1****","10"
193,"악녀","sang****","10"
194,"극한직업","kbkc****","10"
195,"그대 이름은 장미","appl****","10"
196,"쇼생크 탈출","poot****","10"
197,"극한직업","adad****","10"
198,"악녀","ryun****","10"
199,"극한직업","fwjd****","7"
0,"뺑반","tkxn****","4"
1,"모털 엔진","happ****","9"
2,"원더","pora****","10"
3,"드래곤 길들이기 3","ulti****","2"
4,"청년경찰","haji****","10"
5,"극한직업","seol****","10"
6,"극한직업","bass****","1"
7,"사쿠란","rkst****","2"
8,"극한직업","godl****","2"
9,"카메라를 멈추면 안 돼!","love****","5"
10,"비트","kje0****","10"
11,"동감","yong****","9"
12,"극한직업","gjwl****","9"
13,"극한직업","emy7****","10"
14,"인비저블 게스트","oshz****","5"
15,"미래의 미라이","wjdt****","10"
16,"뜨거운 녀석들","vega****","7"
17,"대호","d2pl****","10"
18,"극장판 헬로카봇:옴파로스 섬의 비밀","h000****","2"
19,"주먹왕 랄프 2: 인터넷 속으로","yja0****","8"
20,"극한직업","peti****","10"
21,"대학살의 신","clef****","8"
22,"레토","yja0****","1"
23,"뺑반","oosu****","10"
24,"네이키드","egoh****","6"
25,"아빠는 딸","baks****","4"
26,"뺑반","ajww****","1"
27,"폴리스 스파이","dlgh****","1"
28,"PMC: 더 벙커","lky6****","4"
29,"위대한 소원","0116****","1"
30,"뺑반","hwan****","10"
31,"언브로큰","jeaw****","10"
32,"아이 필 프리티","keit****","10"
33,"뺑반","yocv****","10"
34,"극한직업","back****","10"
35,"드래곤 길들이기 3","cr42****","10"
36,"뺑반","opna****","10"
37,"아키라","phl1****","6"
38,"본 레거시","ahnj****","9"
39,"머니백","blue****","10"
40,"극한직업","soob****","6"
41,"신비한 동물들과 그린델왈드의 범죄","a102****","2"
42,"불가사리","wing****","8"
43,"연애, 그 참을 수 없는 가벼움","ktyd****","10"
44,"뺑반","back****","2"
45,"셔터","pjy9****","8"
46,"주먹왕 랄프 2: 인터넷 속으로","soft****","6"
47,"말모이","myvl****","8"
48,"주먹왕 랄프 2: 인터넷 속으로","tjdm****","10"
49,"극한직업","myvl****","7"
50,"극한직업","sive****","10"
51,"뺑반","myvl****","9"
52,"뺑반","khjp****","10"
53,"베스와 베라","amyd****","9"
54,"론 서바이버","look****","10"
55,"전우치","octo****","10"
56,"완벽한 타인","koco****","7"
57,"뺑반","onod****","5"
58,"보헤미안 랩소디","bles****","7"
59,"마약왕","tlqk****","7"
60,"게이트","kell****","1"
61,"극한직업","koco****","6"
62,"콘스탄틴","ajtw****","7"
63,"표절","gaja****","10"
64,"뺑반","xxxb****","10"
65,"극한직업","ahnh****","8"
66,"극한직업","sund****","1"
67,"베어","rick****","10"
68,"루시드 드림","seba****","8"
69,"국가부도의 날","koco****","9"
70,"공공의 적","baks****","10"
71,"천번의 굿나잇","aco8****","8"
72,"붉은 돼지","chas****","10"
73,"드래곤 길들이기 3","sjyw****","10"
74,"드래곤 길들이기 3","kdfj****","10"
75,"드래곤 길들이기 3","ounm****","10"
76,"오퍼나지 - 비밀의 계단","woej****","9"
77,"신과함께-죄와 벌","disk****","5"
78,"뺑반","jinj****","1"
79,"극한직업","dudt****","10"
80,"판의 미로 - 오필리아와 세 개의 열쇠","woej****","10"
81,"극한직업","ho_7****","10"
82,"뺑반","ques****","2"
83,"석양의 무법자","tomo****","10"
84,"인터스텔라","cc14****","10"
85,"칠드런 오브 맨","woej****","4"
86,"뺑반","mutu****","5"
87,"보헤미안 랩소디","mng1****","7"
88,"내안의 그놈","yj68****","10"
89,"127 시간","disk****","7"
90,"극한직업","yj68****","10"
91,"벤자민 버튼의 시간은 거꾸로 간다","baks****","10"
92,"뺑반","yj68****","10"
93,"극한직업","trip****","10"
94,"극한직업","tmjg****","10"
95,"너의 결혼식","yon0****","10"
96,"취화선","ceoh****","10"
97,"악녀","hank****","2"
98,"국가부도의 날","l318****","10"
99,"극한직업","5435****","9"
100,"죽은 시인의 사회","yuki****","9"
101,"극한직업","kmtt****","10"
102,"뺑반","siu0****","1"
103,"코쿠리코 언덕에서","dkss****","1"
104,"고사: 피의 중간고사","5818****","10"
105,"스윙키즈","thk_****","8"
106,"마루 밑 아리에티","dkss****","10"
107,"러브 & 드럭스","patp****","10"
108,"신비한 동물사전","song****","4"
109,"뺑반","moni****","6"
110,"극한직업","gusw****","6"
111,"악녀","fltn****","10"
112,"폴리스 스파이","thdr****","1"
113,"말모이","ghn0****","5"
114,"더 서클","femm****","6"
115,"스타 이즈 본","ujr7****","10"
116,"드래곤 길들이기 3","juli****","10"
117,"뺑반","seul****","10"
118,"물괴","k241****","7"
119,"즐거운 인생","hy72****","10"
120,"사일런트 힐","mag9****","10"
121,"나의 독재자","dndu****","8"
122,"완벽한 타인","sall****","1"
123,"남자가 사랑할 때","imin****","10"
124,"스윙키즈","gkst****","10"
125,"콰이어트 플레이스","yena****","1"
126,"뺑반","baby****","1"
127,"극한직업","tjra****","10"
128,"극한직업","bonj****","10"
129,"세 얼간이","tomo****","10"
130,"공범","1mir****","7"
131,"안시성","wise****","10"
132,"악녀","ymk9****","10"
133,"램페이지","popc****","10"
134,"악녀","dorl****","10"
135,"성냥팔이 소녀의 재림","a956****","1"
136,"완벽한 타인","alsl****","10"
137,"창궐","hana****","9"
138,"극한직업","alsl****","8"
139,"보헤미안 랩소디","yuki****","7"
140,"뺑반","mini****","8"
141,"뺑반","seh7****","6"
142,"PMC: 더 벙커","gkmk****","1"
143,"극장판 헬로카봇:옴파로스 섬의 비밀","syjh****","10"
144,"김씨 표류기","qse1****","10"
145,"뺑반","alsl****","10"
146,"악녀","rldu****","4"
147,"뺑반","mina****","1"
148,"뺑반","krkr****","1"
149,"극한직업","gust****","10"
150,"극한직업","neoc****","10"
151,"뺑반","gust****","1"
152,"공작","bboj****","8"
153,"아수라","rldn****","10"
154,"뺑반","dkfe****","10"
155,"성스러운 피","jyso****","10"
156,"뺑반","gnle****","2"
157,"내안의 그놈","from****","2"
158,"PMC: 더 벙커","naiv****","8"
159,"극한직업","park****","2"
160,"극한직업","sdso****","10"
161,"극한직업","adam****","8"
162,"극장판 헬로카봇:옴파로스 섬의 비밀","sjlo****","2"
163,"PMC: 더 벙커","gust****","2"
164,"뺑반","qwer****","10"
165,"극한직업","with****","1"
166,"파닥파닥","dudt****","10"
167,"바람계곡의 나우시카","alf0****","9"
168,"모털 엔진","bale****","8"
169,"극한직업","gjdb****","1"
170,"극한직업","bboj****","7"
171,"내안의 그놈","adam****","1"
172,"뺑반","gkdl****","5"
173,"극한직업","topo****","10"
174,"드래곤 길들이기 3","skdu****","10"
175,"극한직업","auto****","10"
176,"극한직업","majo****","2"
177,"그린 북","edwd****","10"
178,"드래곤 길들이기 3","benb****","10"
179,"말모이","dbwl****","10"
180,"뺑반","youn****","7"
181,"클래식","lhw5****","10"
182,"극한직업","park****","10"
183,"뺑반","dust****","1"
184,"완벽한 타인","abcd****","10"
185,"PMC: 더 벙커","rial****","4"
186,"원피스 필름 골드","tjdg****","10"
187,"불한당: 나쁜 놈들의 세상","kima****","10"
188,"범블비","woot****","1"
189,"뺑반","akzk****","1"
190,"뺑반","akzk****","1"
191,"장군의 아들 2","vktk****","8"
192,"극한직업","ek01****","9"
193,"가버나움","edwd****","10"
194,"가버나움","bgr6****","10"
195,"주먹왕 랄프 2: 인터넷 속으로","gahy****","10"
196,"리벤져","psyc****","1"
197,"나를 잊지 말아요","thsw****","8"
198,"침묵","gun2****","6"
199,"무서운 이야기 3 : 화성에서 온 소녀","thdd****","1"
0,"극한직업","yej1****","10"
1,"극한직업","bmk1****","10"
2,"콰이어트 플레이스","rkdd****","10"
3,"간기남","oong****","10"
4,"극한직업","codu****","10"
5,"극한직업","ehdg****","10"
6,"비열한 거리","kks8****","2"
7,"PMC: 더 벙커","penu****","2"
8,"뺑반","uspg****","5"
9,"일일시호일","aywj****","6"
10,"말모이","ksji****","10"
11,"뺑반","ghcm****","1"
12,"극한직업","unoa****","10"
13,"뺑반","mych****","1"
14,"모털 엔진","zucu****","8"
15,"극한직업","annu****","10"
16,"극한직업","kkam****","10"
17,"보헤미안 랩소디","usp7****","9"
18,"불한당: 나쁜 놈들의 세상","hyeo****","10"
19,"체실 비치에서","ship****","10"
20,"아쿠아맨","lsp7****","10"
21,"극한직업","glee****","8"
22,"뺑반","yune****","6"
23,"잭 라이언 : 코드네임 쉐도우","kimc****","10"
24,"목격자","joos****","2"
25,"뺑반","tkxn****","4"
26,"모털 엔진","happ****","9"
27,"원더","pora****","10"
28,"드래곤 길들이기 3","ulti****","2"
29,"청년경찰","haji****","10"
30,"극한직업","seol****","10"
31,"극한직업","bass****","1"
32,"사쿠란","rkst****","2"
33,"극한직업","godl****","2"
34,"카메라를 멈추면 안 돼!","love****","5"
35,"비트","kje0****","10"
36,"동감","yong****","9"
37,"극한직업","gjwl****","9"
38,"극한직업","emy7****","10"
39,"인비저블 게스트","oshz****","5"
40,"미래의 미라이","wjdt****","10"
41,"뜨거운 녀석들","vega****","7"
42,"대호","d2pl****","10"
43,"극장판 헬로카봇:옴파로스 섬의 비밀","h000****","2"
44,"주먹왕 랄프 2: 인터넷 속으로","yja0****","8"
45,"극한직업","peti****","10"
46,"대학살의 신","clef****","8"
47,"레토","yja0****","1"
48,"뺑반","oosu****","10"
49,"네이키드","egoh****","6"
50,"아빠는 딸","baks****","4"
51,"뺑반","ajww****","1"
52,"폴리스 스파이","dlgh****","1"
53,"PMC: 더 벙커","lky6****","4"
54,"위대한 소원","0116****","1"
55,"뺑반","hwan****","10"
56,"언브로큰","jeaw****","10"
57,"아이 필 프리티","keit****","10"
58,"뺑반","yocv****","10"
59,"극한직업","back****","10"
60,"드래곤 길들이기 3","cr42****","10"
61,"뺑반","opna****","10"
62,"아키라","phl1****","6"
63,"본 레거시","ahnj****","9"
64,"머니백","blue****","10"
65,"극한직업","soob****","6"
66,"신비한 동물들과 그린델왈드의 범죄","a102****","2"
67,"불가사리","wing****","8"
68,"연애, 그 참을 수 없는 가벼움","ktyd****","10"
69,"뺑반","back****","2"
70,"셔터","pjy9****","8"
71,"주먹왕 랄프 2: 인터넷 속으로","soft****","6"
72,"말모이","myvl****","8"
73,"주먹왕 랄프 2: 인터넷 속으로","tjdm****","10"
74,"극한직업","myvl****","7"
75,"극한직업","sive****","10"
76,"뺑반","myvl****","9"
77,"뺑반","khjp****","10"
78,"베스와 베라","amyd****","9"
79,"론 서바이버","look****","10"
80,"전우치","octo****","10"
81,"완벽한 타인","koco****","7"
82,"뺑반","onod****","5"
83,"보헤미안 랩소디","bles****","7"
84,"마약왕","tlqk****","7"
85,"게이트","kell****","1"
86,"극한직업","koco****","6"
87,"콘스탄틴","ajtw****","7"
88,"표절","gaja****","10"
89,"뺑반","xxxb****","10"
90,"극한직업","ahnh****","8"
91,"극한직업","sund****","1"
92,"베어","rick****","10"
93,"루시드 드림","seba****","8"
94,"국가부도의 날","koco****","9"
95,"공공의 적","baks****","10"
96,"천번의 굿나잇","aco8****","8"
97,"붉은 돼지","chas****","10"
98,"드래곤 길들이기 3","sjyw****","10"
99,"드래곤 길들이기 3","kdfj****","10"
100,"드래곤 길들이기 3","ounm****","10"
101,"오퍼나지 - 비밀의 계단","woej****","9"
102,"신과함께-죄와 벌","disk****","5"
103,"뺑반","jinj****","1"
104,"극한직업","dudt****","10"
105,"판의 미로 - 오필리아와 세 개의 열쇠","woej****","10"
106,"극한직업","ho_7****","10"
107,"뺑반","ques****","2"
108,"석양의 무법자","tomo****","10"
109,"인터스텔라","cc14****","10"
110,"칠드런 오브 맨","woej****","4"
111,"뺑반","mutu****","5"
112,"보헤미안 랩소디","mng1****","7"
113,"내안의 그놈","yj68****","10"
114,"127 시간","disk****","7"
115,"극한직업","yj68****","10"
116,"벤자민 버튼의 시간은 거꾸로 간다","baks****","10"
117,"뺑반","yj68****","10"
118,"극한직업","trip****","10"
119,"극한직업","tmjg****","10"
120,"너의 결혼식","yon0****","10"
121,"취화선","ceoh****","10"
122,"악녀","hank****","2"
123,"국가부도의 날","l318****","10"
124,"극한직업","5435****","9"
125,"죽은 시인의 사회","yuki****","9"
126,"극한직업","kmtt****","10"
127,"뺑반","siu0****","1"
128,"코쿠리코 언덕에서","dkss****","1"
129,"고사: 피의 중간고사","5818****","10"
130,"스윙키즈","thk_****","8"
131,"마루 밑 아리에티","dkss****","10"
132,"러브 & 드럭스","patp****","10"
133,"신비한 동물사전","song****","4"
134,"뺑반","moni****","6"
135,"극한직업","gusw****","6"
136,"악녀","fltn****","10"
137,"폴리스 스파이","thdr****","1"
138,"말모이","ghn0****","5"
139,"더 서클","femm****","6"
140,"스타 이즈 본","ujr7****","10"
141,"드래곤 길들이기 3","juli****","10"
142,"뺑반","seul****","10"
143,"물괴","k241****","7"
144,"즐거운 인생","hy72****","10"
145,"사일런트 힐","mag9****","10"
146,"나의 독재자","dndu****","8"
147,"완벽한 타인","sall****","1"
148,"남자가 사랑할 때","imin****","10"
149,"스윙키즈","gkst****","10"
150,"콰이어트 플레이스","yena****","1"
151,"뺑반","baby****","1"
152,"극한직업","tjra****","10"
153,"극한직업","bonj****","10"
154,"세 얼간이","tomo****","10"
155,"공범","1mir****","7"
156,"안시성","wise****","10"
157,"악녀","ymk9****","10"
158,"램페이지","popc****","10"
159,"악녀","dorl****","10"
160,"성냥팔이 소녀의 재림","a956****","1"
161,"완벽한 타인","alsl****","10"
162,"창궐","hana****","9"
163,"극한직업","alsl****","8"
164,"보헤미안 랩소디","yuki****","7"
165,"뺑반","mini****","8"
166,"뺑반","seh7****","6"
167,"PMC: 더 벙커","gkmk****","1"
168,"극장판 헬로카봇:옴파로스 섬의 비밀","syjh****","10"
169,"김씨 표류기","qse1****","10"
170,"뺑반","alsl****","10"
171,"악녀","rldu****","4"
172,"뺑반","mina****","1"
173,"뺑반","krkr****","1"
174,"극한직업","gust****","10"
175,"극한직업","neoc****","10"
176,"뺑반","gust****","1"
177,"공작","bboj****","8"
178,"아수라","rldn****","10"
179,"뺑반","dkfe****","10"
180,"성스러운 피","jyso****","10"
181,"뺑반","gnle****","2"
182,"내안의 그놈","from****","2"
183,"PMC: 더 벙커","naiv****","8"
184,"극한직업","park****","2"
185,"극한직업","sdso****","10"
186,"극한직업","adam****","8"
187,"극장판 헬로카봇:옴파로스 섬의 비밀","sjlo****","2"
188,"PMC: 더 벙커","gust****","2"
189,"뺑반","qwer****","10"
190,"극한직업","with****","1"
191,"파닥파닥","dudt****","10"
192,"바람계곡의 나우시카","alf0****","9"
193,"모털 엔진","bale****","8"
194,"극한직업","gjdb****","1"
195,"극한직업","bboj****","7"
196,"내안의 그놈","adam****","1"
197,"뺑반","gkdl****","5"
198,"극한직업","topo****","10"
199,"드래곤 길들이기 3","skdu****","10"
0,"뺑반","doqh****","10"
1,"뺑반","nans****","8"
