index,"movie","name","point"
172,"뺑반","jeon****","8"
173,"도어락","live****","7"
174,"불량 공주 모모코","con1****","8"
175,"극한직업","qkdw****","10"
176,"극한직업","kjr0****","10"
177,"콘 에어","gich****","9"
178,"극한직업","dnle****","7"
179,"범블비","jang****","10"
180,"말모이","pete****","10"
181,"뺑반","6262****","10"
182,"러브 유어셀프 인 서울","j3ac****","10"
183,"극한직업","shdr****","10"
184,"뺑반","amus****","8"
185,"뺑반","wkwk****","6"
186,"내! 아바디 오마니","juck****","10"
187,"서치","choi****","10"
188,"극한직업","chaj****","2"
189,"극한직업","666m****","10"
190,"나의 마지막 수트","happ****","10"
191,"뺑반","sy10****","8"
192,"링컨 차를 타는 변호사","jmhr****","9"
193,"뺑반","choc****","10"
194,"극한직업","jin0****","2"
195,"뻐꾸기 둥지 위로 날아간 새","woxn****","10"
196,"뺑반","ljy0****","10"
197,"드래곤 길들이기 3","dlwn****","10"
198,"뺑반","whdg****","5"
199,"드래곤 길들이기 3","dlx0****","10"
0,"뺑반","rhrl****","6"
1,"뺑반","char****","6"
2,"드래곤 길들이기 3","sc22****","10"
3,"극한직업","rmad****","10"
4,"안시성","ggzc****","7"
5,"간츠: 오","gtu1****","10"
6,"뺑반","full****","10"
7,"미래의 미라이","jisu****","6"
8,"뺑반","wj00****","4"
9,"뺑반","djaa****","10"
10,"언더독","dazz****","10"
11,"극한직업","atat****","3"
12,"뺑반","lll8****","7"
13,"인생 후르츠","yull****","10"
14,"극한직업","ranm****","10"
15,"극한직업","xvxn****","10"
16,"드래곤 길들이기 3","gudt****","10"
17,"극한직업","gnvh****","1"
18,"극한직업","mo53****","10"
19,"뺑반","dayo****","8"
20,"극한직업","qord****","10"
21,"극한직업","dong****","10"
22,"극한직업","sysy****","10"
23,"뺑반","rave****","2"
24,"뺑반","0437****","8"
25,"드래곤 길들이기 3","aac6****","10"
26,"레미제라블","suzy****","10"
27,"뺑반","phy9****","9"
28,"뺑반","dong****","2"
29,"엽기적인 그녀 2","kfc1****","1"
30,"극한직업","yeaa****","10"
31,"극한직업","ekql****","10"
32,"극한직업","puci****","10"
33,"뺑반","qwww****","2"
34,"뺑반","2952****","1"
35,"극한직업","whdl****","10"
36,"공작","wooy****","10"
37,"극한직업","baek****","10"
38,"극한직업","ggzc****","1"
39,"뺑반","pk09****","10"
40,"뺑반","yubi****","10"
41,"극한직업","moon****","9"
42,"엔더스 게임","ikd0****","8"
43,"극한직업","chan****","10"
44,"뺑반","gay3****","10"
45,"뺑반","aka_****","10"
46,"뺑반","yr87****","10"
47,"뺑반","audt****","10"
48,"보헤미안 랩소디","ssnd****","10"
49,"극한직업","gahe****","10"
50,"뺑반","nuck****","10"
51,"뺑반","kimk****","10"
52,"극한직업","rlag****","10"
53,"극한직업","clin****","10"
54,"뺑반","wwew****","1"
55,"뺑반","sony****","7"
56,"드래곤 길들이기 3","mnjj****","10"
57,"드래곤 길들이기 3","s2ka****","10"
58,"뺑반","zico****","4"
59,"극한직업","whdg****","10"
60,"뺑반","seoy****","10"
61,"뺑반","lshs****","8"
62,"미션 임파서블: 폴아웃","gmld****","8"
63,"드래곤 길들이기 3","715y****","7"
64,"뺑반","ghg1****","2"
65,"가버나움","laws****","10"
66,"극한직업","gmld****","10"
67,"뺑반","amre****","8"
68,"극한직업","sins****","10"
69,"드래곤 길들이기 3","ktj9****","10"
70,"뺑반","knh4****","1"
71,"뺑반","chim****","10"
72,"드래곤 길들이기 3","ispi****","10"
73,"뺑반","qowo****","6"
74,"뺑반","jung****","10"
75,"드래곤 길들이기 3","ehdd****","10"
76,"뺑반","wome****","5"
77,"극한직업","ocas****","10"
78,"극한직업","myun****","8"
79,"드래곤 길들이기 3","like****","10"
80,"내안의 그놈","aofl****","10"
81,"뺑반","hyun****","10"
82,"뺑반","plp5****","8"
83,"뺑반","hd24****","1"
84,"말모이","vivi****","10"
85,"극한직업","hhw6****","10"
86,"PMC: 더 벙커","wing****","3"
87,"뺑반","beli****","10"
88,"뺑반","hook****","10"
89,"부탁 하나만 들어줘","blue****","8"
90,"PMC: 더 벙커","aghk****","7"
91,"뺑반","alsg****","10"
92,"가버나움","ardf****","10"
93,"뺑반","wing****","3"
94,"언더독","fore****","10"
95,"해리 포터와 혼혈 왕자","daen****","7"
96,"대립군","msan****","1"
97,"풀잎들","dawo****","8"
98,"폴리스 스파이","wspa****","1"
99,"극한직업","junn****","2"
100,"미래의 미라이","garu****","6"
101,"극한직업","dlqg****","10"
102,"이월","ohmy****","8"
103,"극한직업","kkub****","10"
104,"뺑반","robo****","9"
105,"뺑반","musi****","1"
106,"그린 북","suri****","5"
107,"극한직업","aszx****","10"
108,"극한직업","baej****","10"
109,"극한직업","cpyp****","10"
110,"언니","cs3p****","2"
111,"극한직업","tmdg****","8"
112,"극한직업","ghkd****","4"
113,"말모이","asmm****","10"
114,"극한직업","bery****","10"
115,"극한직업","dlfs****","10"
116,"러브 유어셀프 인 서울","mylk****","10"
117,"뺑반","kyo0****","10"
118,"아쿠아맨","male****","10"
119,"극한직업","say0****","10"
120,"뺑반","gmnb****","10"
121,"국가부도의 날","kwon****","8"
122,"드래곤 길들이기 3","chg8****","10"
123,"뺑반","pilj****","1"
124,"러브 유어셀프 인 서울","thgu****","10"
125,"보헤미안 랩소디","male****","10"
126,"그대 이름은 장미","gusw****","4"
127,"극한직업","s92s****","8"
128,"극한직업","rnjs****","10"
129,"뺑반","gusw****","4"
130,"러브 유어셀프 인 서울","kies****","10"
131,"극한직업","gren****","10"
132,"극한직업","tpwl****","7"
133,"오즈의 마법사","seun****","1"
134,"나비 효과","jwg1****","10"
135,"뺑반","huhs****","10"
136,"패신저스","kicn****","8"
137,"안시성","abr1****","8"
138,"극한직업","blnk****","10"
139,"극한직업","joba****","10"
140,"주먹왕 랄프 2: 인터넷 속으로","goud****","8"
141,"극한직업","kkkm****","10"
142,"극한직업","tifk****","10"
143,"아쿠아맨","kore****","9"
144,"알투비:리턴투베이스","234s****","1"
145,"내안의 그놈","goud****","10"
146,"내안의 그놈","phal****","4"
147,"말모이","mani****","2"
148,"뺑반","yust****","2"
149,"스윙키즈","qnwl****","1"
150,"뺑반","suzz****","1"
151,"극한직업","blue****","6"
152,"뺑반","maru****","10"
153,"러브 유어셀프 인 서울","wjdg****","10"
154,"사운드 오브 뮤직","donu****","10"
155,"암수살인","kimj****","4"
156,"미쓰 와이프","dlfk****","10"
157,"나비 효과","maru****","10"
158,"아쿠아맨","sk35****","10"
159,"해리 포터와 혼혈 왕자","wjdt****","10"
160,"여곡성","duru****","1"
161,"내안의 그놈","sk35****","10"
162,"뺑반","tkek****","7"
163,"범죄도시","nnbb****","2"
164,"신과함께-인과 연","dj50****","10"
165,"이월","ilov****","6"
166,"극한직업","dj50****","10"
167,"극한직업","alic****","10"
168,"뺑반","djaa****","10"
169,"뺑반","djaa****","10"
170,"보헤미안 랩소디","hs2j****","10"
171,"레베카","soqu****","9"
172,"뺑반","viet****","10"
173,"백야행 - 하얀 어둠 속을 걷다","chlr****","10"
174,"뺑반","airh****","7"
175,"뺑반","9686****","2"
176,"미스터 스마일","soqu****","7"
177,"캐스트 어웨이","camp****","10"
178,"뺑반","hyun****","10"
179,"극한직업","kjm6****","6"
180,"극한직업","tlaw****","10"
181,"롤러코스터","iolk****","10"
182,"뺑반","tlaw****","10"
183,"말모이","wlst****","9"
184,"러브 유어셀프 인 서울","dmft****","10"
185,"극한직업","dkst****","10"
186,"뺑반","yang****","3"
187,"극한직업","mail****","8"
188,"극한직업","s_ha****","10"
189,"샷 콜러","zero****","10"
190,"드래곤 길들이기 3","zkfc****","10"
191,"주먹왕 랄프 2: 인터넷 속으로","enge****","10"
192,"극한직업","yuhs****","10"
193,"조작된 도시","alth****","10"
194,"드래곤 길들이기 3","hand****","10"
195,"뺑반","sldl****","4"
196,"드래곤 길들이기 3","bang****","10"
197,"23 아이덴티티","soqu****","7"
198,"뺑반","coma****","10"
199,"1987","kimt****","10"
0,"극한직업","1122****","10"
1,"베스와 베라","ybor****","10"
2,"드래곤 길들이기 3","joju****","9"
3,"극한직업","vivi****","10"
4,"극한직업","yone****","10"
5,"극한직업","whit****","1"
6,"극한직업","tjda****","9"
7,"뺑반","haha****","3"
8,"말모이","lee7****","10"
9,"완벽한 타인","inch****","10"
10,"극한직업","hans****","9"
11,"극한직업","ccml****","10"
12,"극한직업","xokk****","10"
13,"극한직업","jihu****","10"
14,"뺑반","kimj****","10"
15,"드래곤 길들이기 3","sksc****","10"
16,"극한직업","gek0****","10"
17,"뺑반","kyd9****","10"
18,"메이트","lej6****","8"
19,"극한직업","inch****","5"
20,"뺑반","dleo****","1"
21,"극한직업","1006****","10"
22,"극한직업","ogj8****","9"
23,"극한직업","shar****","10"
24,"뺑반","djtj****","8"
25,"내안의 그놈","ilov****","2"
26,"뺑반","blue****","1"
27,"말모이","3436****","8"
28,"내안의 그놈","atar****","6"
29,"극한직업","sm57****","8"
30,"극한직업","fkdl****","10"
31,"심연","hsm2****","8"
32,"설국열차","pupp****","10"
33,"뺑반","chlo****","10"
34,"극한직업","yn23****","10"
35,"뺑반","kkr7****","6"
36,"옥자","kimw****","2"
37,"극한직업","hali****","10"
38,"극한직업","jis3****","6"
39,"극한직업","mrju****","10"
40,"극한직업","mrju****","10"
41,"드래곤 길들이기 3","dlad****","10"
42,"극한직업","csan****","9"
43,"뺑반","ih49****","10"
44,"극한직업","golu****","10"
45,"극한직업","yjs7****","10"
46,"뺑반","harp****","10"
47,"소스 코드","sayv****","10"
48,"극한직업","dm00****","10"
49,"성난황소","ggzc****","7"
50,"극한직업","comp****","10"
51,"극한직업","ness****","9"
52,"뺑반","hans****","10"
53,"뺑반","450t****","2"
54,"뺑반","mari****","10"
55,"극한직업","cika****","10"
56,"일일시호일","chan****","10"
57,"뺑반","tord****","10"
58,"다세포 소녀","skee****","1"
59,"러브 유어셀프 인 서울","ange****","10"
60,"뺑반","1274****","10"
61,"내안의 그놈","comp****","10"
62,"뺑반","audv****","10"
63,"드래곤 길들이기 3","ghkw****","10"
64,"뺑반","isle****","10"
65,"가버나움","grai****","10"
66,"극한직업","dory****","10"
67,"드래곤 길들이기 3","team****","10"
68,"러브 유어셀프 인 서울","0319****","10"
69,"뺑반","zhzh****","2"
70,"맘마미아!2","newb****","6"
71,"뺑반","miji****","10"
72,"극한직업","tndm****","10"
73,"드래곤 길들이기 3","hell****","10"
74,"극한직업","sing****","10"
75,"뺑반","hsmi****","10"
76,"극한직업","hya2****","10"
77,"성난황소","park****","1"
78,"뺑반","tlsz****","8"
79,"러브 유어셀프 인 서울","chw0****","10"
80,"뺑반","cher****","10"
81,"월-E","emil****","10"
82,"스파이더맨: 뉴 유니버스","rlaw****","10"
83,"극한직업","your****","10"
84,"동네사람들","park****","1"
85,"극한직업","soun****","10"
86,"사랑의 블랙홀","judy****","10"
87,"안녕, 나의 소녀 시절이여","sshh****","6"
88,"극한직업","hjs6****","10"
89,"뺑반","tton****","1"
90,"PMC: 더 벙커","prum****","2"
91,"뺑반","qudw****","2"
92,"극한직업","wlgh****","10"
93,"내안의 그놈","wptj****","2"
94,"뺑반","hyoo****","6"
95,"극한직업","0119****","10"
96,"아쿠아맨","vkdl****","10"
97,"극한직업","apfh****","8"
98,"극한직업","5560****","10"
99,"극한직업","vkdl****","10"
100,"미스터 홈즈","yooy****","10"
101,"극한직업","ssob****","10"
102,"극한직업","dutp****","10"
103,"밀양","zjax****","10"
104,"시간을 달리는 소녀","jisu****","10"
105,"뺑반","rhrl****","6"
106,"뺑반","char****","6"
107,"드래곤 길들이기 3","sc22****","10"
108,"극한직업","rmad****","10"
109,"안시성","ggzc****","7"
110,"간츠: 오","gtu1****","10"
111,"뺑반","full****","10"
112,"미래의 미라이","jisu****","6"
113,"뺑반","wj00****","4"
114,"뺑반","djaa****","10"
115,"언더독","dazz****","10"
116,"극한직업","atat****","3"
117,"뺑반","lll8****","7"
118,"인생 후르츠","yull****","10"
119,"극한직업","ranm****","10"
120,"극한직업","xvxn****","10"
121,"드래곤 길들이기 3","gudt****","10"
122,"극한직업","gnvh****","1"
123,"극한직업","mo53****","10"
124,"뺑반","dayo****","8"
125,"극한직업","qord****","10"
126,"극한직업","dong****","10"
127,"극한직업","sysy****","10"
128,"뺑반","rave****","2"
129,"뺑반","0437****","8"
130,"드래곤 길들이기 3","aac6****","10"
131,"레미제라블","suzy****","10"
132,"뺑반","phy9****","9"
133,"뺑반","dong****","2"
134,"엽기적인 그녀 2","kfc1****","1"
135,"극한직업","yeaa****","10"
136,"극한직업","ekql****","10"
137,"극한직업","puci****","10"
138,"뺑반","qwww****","2"
139,"뺑반","2952****","1"
140,"극한직업","whdl****","10"
141,"공작","wooy****","10"
142,"극한직업","baek****","10"
143,"극한직업","ggzc****","1"
144,"뺑반","pk09****","10"
145,"뺑반","yubi****","10"
146,"극한직업","moon****","9"
147,"엔더스 게임","ikd0****","8"
148,"극한직업","chan****","10"
149,"뺑반","gay3****","10"
150,"뺑반","aka_****","10"
151,"뺑반","yr87****","10"
152,"뺑반","audt****","10"
153,"보헤미안 랩소디","ssnd****","10"
154,"극한직업","gahe****","10"
155,"뺑반","nuck****","10"
156,"뺑반","kimk****","10"
157,"극한직업","rlag****","10"
158,"극한직업","clin****","10"
159,"뺑반","wwew****","1"
160,"뺑반","sony****","7"
161,"드래곤 길들이기 3","mnjj****","10"
162,"드래곤 길들이기 3","s2ka****","10"
163,"뺑반","zico****","4"
164,"극한직업","whdg****","10"
165,"뺑반","seoy****","10"
166,"뺑반","lshs****","8"
167,"미션 임파서블: 폴아웃","gmld****","8"
168,"드래곤 길들이기 3","715y****","7"
169,"뺑반","ghg1****","2"
170,"가버나움","laws****","10"
171,"극한직업","gmld****","10"
172,"뺑반","amre****","8"
173,"극한직업","sins****","10"
174,"드래곤 길들이기 3","ktj9****","10"
175,"뺑반","knh4****","1"
176,"뺑반","chim****","10"
177,"드래곤 길들이기 3","ispi****","10"
178,"뺑반","qowo****","6"
179,"뺑반","jung****","10"
180,"드래곤 길들이기 3","ehdd****","10"
181,"뺑반","wome****","5"
182,"극한직업","ocas****","10"
183,"극한직업","myun****","8"
184,"드래곤 길들이기 3","like****","10"
185,"내안의 그놈","aofl****","10"
186,"뺑반","hyun****","10"
187,"뺑반","plp5****","8"
188,"뺑반","hd24****","1"
189,"말모이","vivi****","10"
190,"극한직업","hhw6****","10"
191,"PMC: 더 벙커","wing****","3"
192,"뺑반","beli****","10"
193,"뺑반","hook****","10"
194,"부탁 하나만 들어줘","blue****","8"
195,"PMC: 더 벙커","aghk****","7"
196,"뺑반","alsg****","10"
197,"가버나움","ardf****","10"
198,"뺑반","wing****","3"
199,"언더독","fore****","10"
0,"극한직업","tnal****","10"
1,"드래곤 길들이기 3","hbye****","9"
2,"드래곤 길들이기 3","2929****","10"
3,"신세계","mart****","9"
4,"극한직업","mesk****","10"
5,"뺑반","wook****","4"
6,"뺑반","jind****","9"
7,"극한직업","dlsw****","6"
8,"러브 유어셀프 인 서울","smki****","10"
9,"극한직업","pop1****","10"
10,"극한직업","dewl****","10"
11,"빌리어네어 보이즈클럽","leed****","10"
12,"뺑반","pino****","10"
13,"뺑반","joon****","9"
14,"뺑반","htis****","6"
15,"일일시호일","sent****","8"
16,"뺑반","qwer****","10"
17,"택시운전사","maki****","1"
18,"내안의 그놈","knl7****","10"
19,"뺑반","hjk4****","10"
20,"드래곤 길들이기 3","vkfz****","10"
21,"극한직업","fdq1****","8"
22,"콜 미 바이 유어 네임","kang****","10"
23,"뺑반","arey****","2"
24,"극한직업","youg****","7"
25,"극한직업","llxx****","10"
26,"극한직업","hyun****","10"
27,"범죄와의 전쟁 : 나쁜놈들 전성시대","mart****","9"
28,"드래곤 길들이기 3","ssss****","10"
29,"뺑반","qlre****","1"
30,"극한직업","wosk****","10"
31,"뺑반","bubu****","10"
32,"미쓰백","kuji****","5"
33,"더 넌","baek****","8"
34,"극한직업","kkdu****","10"
35,"러브 유어셀프 인 서울","love****","10"
36,"극한직업","k_ya****","10"
37,"뺑반","lue1****","10"
38,"뺑반","pany****","1"
39,"뺑반","eely****","10"
40,"뺑반","nkop****","10"
41,"보헤미안 랩소디","loos****","10"
42,"뺑반","top9****","10"
43,"러브 유어셀프 인 서울","hysg****","1"
44,"일일시호일","zzun****","8"
45,"프린세스 다이어리 2","endm****","10"
46,"극한직업","loos****","10"
47,"드래곤 길들이기 3","ant9****","10"
48,"베스와 베라","ehdg****","10"
49,"뺑반","bhyo****","7"
50,"드래곤 길들이기 3","syt0****","10"
51,"극한직업","dkdl****","10"
52,"극한직업","chm5****","10"
53,"성난황소","cima****","1"
54,"극한직업","flux****","7"
55,"뺑반","miho****","10"
56,"살인소설","mart****","6"
57,"극한직업","kimb****","10"
58,"극한직업","tjdn****","2"
59,"극한직업","jun9****","10"
60,"아일라","tram****","8"
61,"뺑반","hoho****","10"
62,"성난황소","fgui****","10"
63,"극한직업","luvz****","10"
64,"극한직업","ljh8****","10"
65,"뺑반","riae****","1"
66,"내안의 그놈","astr****","10"
67,"극한직업","h766****","10"
68,"뺑반","adio****","1"
69,"극한직업","tjdd****","10"
70,"뺑반","rumi****","8"
71,"뺑반","mypr****","10"
72,"뺑반","dmsr****","10"
73,"점박이 한반도의 공룡2 : 새로운 낙원","cool****","6"
74,"러브 유어셀프 인 서울","hapy****","10"
75,"극한직업","rive****","10"
76,"뺑반","chlo****","3"
77,"극한직업","yuri****","10"
78,"아쿠아맨","aba6****","2"
79,"극한직업","sopy****","10"
80,"뺑반","woni****","10"
81,"레토","whit****","10"
82,"극한직업","jip0****","10"
83,"뺑반","anee****","10"
84,"드래곤 길들이기 3","youm****","8"
85,"드래곤 길들이기 3","hwn0****","8"
86,"드래곤 길들이기 3","mist****","10"
87,"뺑반","2000****","8"
88,"극한직업","euns****","10"
89,"극한직업","dhkd****","10"
90,"신과함께-인과 연","till****","8"
91,"극한직업","wjfa****","9"
92,"뺑반","hjk0****","2"
93,"극한직업","eunj****","10"
94,"극한직업","wyw0****","10"
95,"뺑반","0718****","1"
96,"글래스","alsw****","8"
97,"뺑반","dodr****","2"
98,"뺑반","hong****","4"
99,"극한직업","ljha****","1"
100,"뺑반","gwna****","10"
101,"극한직업","kkol****","10"
102,"뺑반","skfo****","2"
103,"인시디어스4: 라스트 키","zini****","6"
104,"극한직업","jjst****","10"
105,"드래곤 길들이기 3","tjwp****","10"
106,"인공지능 섹스돌","kona****","1"
107,"극한직업","os03****","10"
108,"주먹왕 랄프 2: 인터넷 속으로","ssoo****","8"
109,"극한직업","dong****","6"
110,"드래곤 길들이기 3","namw****","7"
111,"뺑반","gear****","1"
112,"뺑반","spsl****","10"
113,"드래곤 길들이기 3","heey****","10"
114,"인랑","rnjs****","1"
115,"극한직업","noxr****","9"
116,"언더독","senv****","10"
117,"극한직업","flex****","10"
118,"뺑반","jeon****","10"
119,"드래곤 길들이기 3","lina****","10"
120,"뺑반","kibe****","10"
121,"극한직업","vsfe****","10"
122,"극한직업","sol9****","10"
123,"극한직업","osca****","1"
124,"뺑반","wini****","7"
125,"극한직업","ai75****","8"
126,"미스 줄리","djwj****","10"
127,"시","john****","10"
128,"극한직업","kore****","10"
129,"극한직업","khc7****","8"
130,"국가부도의 날","inch****","8"
131,"극한직업","rlax****","10"
132,"말모이","hcje****","10"
133,"엄마까투리","winh****","10"
134,"드래곤 길들이기 3","rkfu****","10"
135,"극한직업","sky_****","10"
136,"러브 유어셀프 인 서울","dkmi****","10"
137,"극한직업","dhwp****","10"
138,"뺑반","osca****","10"
139,"갓파 쿠와 여름방학을","dsdo****","10"
140,"극한직업","1122****","10"
141,"베스와 베라","ybor****","10"
142,"드래곤 길들이기 3","joju****","9"
143,"극한직업","vivi****","10"
144,"극한직업","yone****","10"
145,"극한직업","whit****","1"
146,"극한직업","tjda****","9"
147,"뺑반","haha****","3"
148,"말모이","lee7****","10"
149,"완벽한 타인","inch****","10"
150,"극한직업","hans****","9"
151,"극한직업","ccml****","10"
152,"극한직업","xokk****","10"
153,"극한직업","jihu****","10"
154,"뺑반","kimj****","10"
155,"드래곤 길들이기 3","sksc****","10"
156,"극한직업","gek0****","10"
157,"뺑반","kyd9****","10"
158,"메이트","lej6****","8"
159,"극한직업","inch****","5"
160,"뺑반","dleo****","1"
161,"극한직업","1006****","10"
162,"극한직업","ogj8****","9"
163,"극한직업","shar****","10"
164,"뺑반","djtj****","8"
165,"내안의 그놈","ilov****","2"
166,"뺑반","blue****","1"
167,"말모이","3436****","8"
168,"내안의 그놈","atar****","6"
169,"극한직업","sm57****","8"
170,"극한직업","fkdl****","10"
171,"심연","hsm2****","8"
172,"설국열차","pupp****","10"
173,"뺑반","chlo****","10"
174,"극한직업","yn23****","10"
175,"뺑반","kkr7****","6"
176,"옥자","kimw****","2"
177,"극한직업","hali****","10"
178,"극한직업","jis3****","6"
179,"극한직업","mrju****","10"
180,"드래곤 길들이기 3","dlad****","10"
181,"극한직업","csan****","9"
182,"뺑반","ih49****","10"
183,"극한직업","golu****","10"
184,"극한직업","yjs7****","10"
185,"뺑반","harp****","10"
186,"소스 코드","sayv****","10"
187,"극한직업","dm00****","10"
188,"성난황소","ggzc****","7"
189,"극한직업","comp****","10"
190,"극한직업","ness****","9"
191,"뺑반","hans****","10"
192,"뺑반","450t****","2"
193,"뺑반","mari****","10"
194,"극한직업","cika****","10"
195,"일일시호일","chan****","10"
196,"뺑반","tord****","10"
197,"다세포 소녀","skee****","1"
198,"러브 유어셀프 인 서울","ange****","10"
199,"뺑반","1274****","10"
0,"언니","mord****","1"
1,"극한직업","deve****","7"
2,"뺑반","dong****","1"
3,"극한직업","km96****","2"
4,"파이란","star****","10"
5,"뺑반","jjhh****","1"
6,"노리코의 식탁","jamy****","7"
7,"뺑반","flow****","10"
8,"드래곤 길들이기 3","paxt****","10"
9,"루이스","dmsw****","9"
10,"타이타닉 2","geun****","2"
11,"극한직업","naom****","4"
12,"러브 유어셀프 인 서울","popo****","1"
13,"러브 유어셀프 인 서울","popo****","1"
14,"맨체스터 바이 더 씨","wkdd****","8"
15,"극한직업","dhma****","8"
16,"도어락","rnfm****","10"
17,"뺑반","ha46****","1"
18,"뺑반","love****","10"
19,"보헤미안 랩소디","dlsn****","4"
20,"극한직업","mary****","10"
21,"극한직업","ahn7****","8"
22,"드래곤 길들이기 3","dlag****","10"
23,"뺑반","lymk****","10"
24,"뺑반","wj28****","1"
25,"뺑반","hyon****","1"
26,"드래곤 길들이기 3","nand****","8"
27,"드래곤 길들이기 3","gmlw****","10"
28,"뺑반","hpre****","10"
29,"극한직업","shwh****","10"
30,"극한직업","dlrl****","10"
31,"극한직업","swim****","9"
32,"제니, 주노","sink****","4"
33,"극한직업","psp1****","10"
34,"좋지 아니한가","lemo****","9"
35,"극한직업","hnyo****","10"
36,"거유 장모와 실제로 느끼는 사위","gghy****","10"
37,"드래곤 길들이기 3","2003****","10"
38,"뺑반","inho****","2"
39,"극한직업","kybe****","10"
40,"극한직업","sewo****","10"
41,"뺑반","ddan****","10"
42,"극한직업","kjs1****","10"
43,"뺑반","cr09****","6"
44,"쇼생크 탈출","ljy9****","10"
45,"극한직업","kuyd****","10"
46,"보헤미안 랩소디","kimy****","10"
47,"주먹왕 랄프 2: 인터넷 속으로","ghk4****","8"
48,"뺑반","kjj4****","10"
49,"극한직업","medi****","10"
50,"극한직업","medi****","10"
51,"극한직업","sunh****","10"
52,"완벽한 타인","hero****","8"
53,"뺑반","west****","8"
54,"말모이","tddo****","10"
55,"극한직업","tats****","4"
56,"극한직업","suw9****","8"
57,"거미줄에 걸린 소녀","soof****","6"
58,"극한직업","eheo****","10"
59,"내안의 그놈","soon****","8"
60,"극한직업","phj6****","10"
61,"뺑반","minh****","10"
62,"극한직업","awlf****","10"
63,"성난황소","djaj****","8"
64,"거미줄에 걸린 소녀","nang****","5"
65,"극한직업","xiah****","10"
66,"극한직업","rkdt****","10"
67,"드래곤 길들이기 3","hybk****","10"
68,"드래곤 길들이기 3","skpt****","10"
69,"세 번째 살인","stic****","9"
70,"러브레터","hymi****","9"
71,"극한직업","dere****","8"
72,"러브 유어셀프 인 서울","lita****","10"
73,"뺑반","dlco****","10"
74,"극한직업","duke****","10"
75,"형","won_****","7"
76,"극한직업","minc****","10"
77,"뺑반","ggac****","8"
78,"장화, 홍련","mena****","10"
79,"드래곤 길들이기 3","flpd****","9"
80,"뺑반","rlad****","2"
81,"뺑반","dlad****","7"
82,"극한직업","dls9****","8"
83,"그린 북","hg22****","9"
84,"극한직업","chun****","2"
85,"극한직업","jiyu****","6"
86,"스텝 업: 올 인","shak****","6"
87,"드래곤 길들이기 3","cjst****","10"
88,"극한직업","dptm****","7"
89,"뺑반","jooh****","10"
90,"극한직업","dpwl****","10"
91,"극한직업","dntj****","10"
92,"극한직업","1156****","1"
93,"뺑반","hg22****","9"
94,"극한직업","ebe2****","10"
95,"뺑반","cona****","8"
96,"극한직업","wint****","10"
97,"뺑반","0906****","6"
98,"드래곤 길들이기 3","chwn****","10"
99,"드래곤 길들이기 3","se57****","10"
100,"극한직업","shor****","10"
101,"뺑반","adio****","1"
102,"베테랑","gdyg****","10"
103,"극한직업","kums****","9"
104,"일일시호일","dutp****","10"
105,"뺑반","seun****","10"
106,"극장판 공룡메카드: 타이니소어의 섬","dksd****","8"
107,"극한직업","rjsw****","10"
108,"러브 유어셀프 인 서울","vmd1****","10"
109,"마녀","jeej****","10"
110,"뺑반","sang****","1"
111,"쉰들러 리스트","cm12****","10"
112,"극한직업","tnal****","10"
113,"드래곤 길들이기 3","hbye****","9"
114,"드래곤 길들이기 3","2929****","10"
115,"신세계","mart****","9"
116,"극한직업","mesk****","10"
117,"뺑반","wook****","4"
118,"뺑반","jind****","9"
119,"극한직업","dlsw****","6"
120,"러브 유어셀프 인 서울","smki****","10"
121,"극한직업","pop1****","10"
122,"극한직업","dewl****","10"
123,"빌리어네어 보이즈클럽","leed****","10"
124,"뺑반","pino****","10"
125,"뺑반","joon****","9"
126,"뺑반","htis****","6"
127,"일일시호일","sent****","8"
128,"뺑반","qwer****","10"
129,"택시운전사","maki****","1"
130,"내안의 그놈","knl7****","10"
131,"뺑반","hjk4****","10"
132,"드래곤 길들이기 3","vkfz****","10"
133,"극한직업","fdq1****","8"
134,"콜 미 바이 유어 네임","kang****","10"
135,"뺑반","arey****","2"
136,"극한직업","youg****","7"
137,"극한직업","llxx****","10"
138,"극한직업","hyun****","10"
139,"범죄와의 전쟁 : 나쁜놈들 전성시대","mart****","9"
140,"드래곤 길들이기 3","ssss****","10"
141,"뺑반","qlre****","1"
142,"극한직업","wosk****","10"
143,"뺑반","bubu****","10"
144,"미쓰백","kuji****","5"
145,"더 넌","baek****","8"
146,"극한직업","kkdu****","10"
147,"러브 유어셀프 인 서울","love****","10"
148,"극한직업","k_ya****","10"
149,"뺑반","lue1****","10"
150,"뺑반","pany****","1"
151,"뺑반","eely****","10"
152,"뺑반","nkop****","10"
153,"보헤미안 랩소디","loos****","10"
154,"뺑반","top9****","10"
155,"러브 유어셀프 인 서울","hysg****","1"
156,"일일시호일","zzun****","8"
157,"프린세스 다이어리 2","endm****","10"
158,"극한직업","loos****","10"
159,"드래곤 길들이기 3","ant9****","10"
160,"베스와 베라","ehdg****","10"
161,"뺑반","bhyo****","7"
162,"드래곤 길들이기 3","syt0****","10"
163,"극한직업","dkdl****","10"
164,"극한직업","chm5****","10"
165,"성난황소","cima****","1"
166,"극한직업","flux****","7"
167,"뺑반","miho****","10"
168,"살인소설","mart****","6"
169,"극한직업","kimb****","10"
170,"극한직업","tjdn****","2"
171,"극한직업","jun9****","10"
172,"아일라","tram****","8"
173,"뺑반","hoho****","10"
174,"성난황소","fgui****","10"
