,movie,name,point
823,우행록: 어리석은 자의 기록,xogh****,10
824,그린 북,dand****,10
825,출국,lsh7****,10
826,모털 엔진,julu****,10
827,독전,snie****,10
828,안시성,jijo****,8
829,마약왕,dleh****,4
830,말모이,pjw4****,9
831,그린 북,w875****,10
832,런닝맨 : 풀룰루의 역습,joey****,10
833,그대 이름은 장미,aasd****,10
834,내안의 그놈,lwh5****,10
835,국가부도의 날,joey****,6
836,말모이,sooy****,10
837,명당,bae4****,8
838,PMC: 더 벙커,bae4****,8
839,글래스,aabb****,10
840,주먹왕 랄프 2: 인터넷 속으로,dosl****,10
841,언니,jazz****,8
842,그린 북,ahru****,10
843,마약왕,whbl****,9
844,아쿠아맨,filo****,1
845,점박이 한반도의 공룡2 : 새로운 낙원,free****,8
846,내안의 그놈,anco****,10
847,아토믹 블론드,tkek****,10
848,아쿠아맨,8dor****,8
849,극장판 공룡메카드: 타이니소어의 섬,skdi****,8
850,스윙키즈,whbl****,1
851,내안의 그놈,ssmi****,10
852,내안의 그놈,sfc0****,1
853,글래스,nerv****,10
854,내안의 그놈,nti0****,10
855,언브레이커블,kbs1****,10
856,스윙키즈,abra****,1
857,미래의 미라이,toy_****,3
858,말모이,yuhe****,10
859,점박이 한반도의 공룡2 : 새로운 낙원,toph****,10
860,글래스,tjdr****,10
861,라이엇 클럽,hyem****,1
862,글래스,harm****,10
863,주먹왕 랄프 2: 인터넷 속으로,toph****,9
864,글래스,sksk****,1
865,그대 이름은 장미,wate****,9
866,그린 북,andy****,10
867,글래스,oioo****,2
868,글래스,gspu****,10
869,글래스,lhs3****,10
870,글래스,ulnc****,10
871,그대 이름은 장미,dong****,6
872,글래스,ax1v****,9
873,글래스,a2t3****,10
874,보헤미안 랩소디,dhtm****,10
875,보헤미안 랩소디,heyh****,7
876,아쿠아맨,pont****,8
877,주먹왕 랄프 2: 인터넷 속으로,juju****,9
878,말모이,now2****,9
879,그린 북,nkoa****,10
880,말모이,thug****,10
881,결혼전야,xoul****,8
882,언더독,lets****,10
883,글래스,car3****,8
884,내안의 그놈,giya****,10
885,언니,hwhw****,10
886,글래스,dbtj****,1
887,마약왕,chae****,10
888,말모이,ja37****,10
889,글래스,saso****,10
890,내안의 그놈,j2h1****,10
891,글래스,chki****,10
892,언브레이커블,john****,10
893,말모이,hsk1****,10
894,치즈인더트랩,jymi****,10
895,말모이,luss****,10
896,언더독,kuda****,10
897,말모이,jemm****,10
898,나를 차버린 스파이,shin****,4
899,글래스,mkmz****,10
900,말모이,jung****,10
901,말모이,cuty****,10
902,범블비,rj51****,10
903,내안의 그놈,dbsd****,10
904,글래스,ypzi****,7
905,스윙키즈,skul****,1
906,말모이,gang****,8
907,보헤미안 랩소디,yg19****,9
908,글래스,resp****,5
909,미래의 미라이,kore****,10
910,내안의 그놈,jble****,10
911,언브레이커블,nerf****,10
912,글래스,cnju****,6
913,글래스,rgir****,10
914,23 아이덴티티,beat****,9
915,글래스,dc2a****,10
916,말모이,foro****,4
917,글래스,toij****,10
918,언니,good****,6
919,글래스,jzex****,8
920,빌리어네어 보이즈클럽,jwbe****,4
921,보헤미안 랩소디,jwbe****,10
922,글래스,ckyz****,10
923,글래스,f15n****,9
924,덕구,marc****,8
925,글래스,olll****,10
926,말모이,wjdg****,9
927,글래스,xkmw****,10
928,글래스,xpdl****,1
929,주먹왕 랄프 2: 인터넷 속으로,s982****,10
930,글래스,xscg****,10
931,글래스,qqdh****,9
932,글래스,hphi****,10
933,신과함께-인과 연,hyun****,10
934,글래스,oiyw****,10
935,글래스,i1fd****,10
936,글래스,vy2d****,9
937,글래스,iblo****,10
938,글래스,haya****,1
939,영주,swee****,9
940,내안의 그놈,estr****,10
941,내안의 그놈,noak****,10
942,글래스,wloh****,10
943,내안의 그놈,dmsw****,10
944,글래스,repa****,1
945,말모이,heea****,10
946,글래스,hid3****,8
947,글래스,g4ok****,10
948,글래스,glf1****,10
949,제5원소,ssim****,10
950,글래스,qqsl****,9
951,글래스,ixm2****,10
952,화려한 휴가,mywl****,10
953,언브레이커블,drhd****,10
954,아마겟돈,ssim****,10
955,글래스,ir4f****,10
956,글래스,xtnt****,10
957,페이첵,sepy****,10
958,글래스,gzpo****,10
959,글래스,vxl4****,10
960,글래스,hxow****,9
961,글래스,3qvn****,10
962,범블비,pooo****,10
963,언브레이커블,envo****,10
964,내안의 그놈,dusd****,10
965,23 아이덴티티,yule****,10
966,언니,ysct****,2
967,글래스,timb****,10
968,미션 임파서블: 폴아웃,hyim****,8
969,글래스,akcv****,8
970,주먹왕 랄프 2: 인터넷 속으로,hyim****,10
971,글래스,kf2m****,10
972,리지,xnxl****,7
973,글래스,tz2u****,10
974,말모이,rooo****,10
975,글래스,ust1****,10
976,글래스,y4mu****,9
977,글래스,yule****,4
978,글래스,r4jc****,10
979,글래스,cyr2****,10
980,구스 베이비,puri****,8
981,글래스,awjl****,10
982,그날의 분위기,seca****,10
983,글래스,kbsj****,9
984,"나는 내일, 어제의 너와 만난다",bj28****,10
985,말모이,love****,10
986,범블비,blac****,7
987,말모이,kkw4****,6
988,글래스,vvvz****,10
989,헌터 킬러,blac****,6
990,언브레이커블,coib****,8
991,글래스,wkdg****,10
992,레토,rhkg****,7
993,그대 이름은 장미,sk92****,10
994,바람,thsg****,10
995,그대 이름은 장미,pia1****,10
996,언더독,subi****,10
997,쿠르스크,bonj****,6
998,말모이,leej****,10
999,극장판 공룡메카드: 타이니소어의 섬,annp****,10
1000,글래스,coib****,7
1001,아쿠아맨,nhyu****,9
1002,말모이,sju5****,5
1003,아쿠아맨,must****,8
1004,인투 더 샤크스톰,adiv****,1
1005,말모이,toal****,10
1006,신과함께-인과 연,pigl****,9
1007,클로저,puuu****,8
1008,글래스,wcak****,10
1009,스윙키즈,taew****,9
1010,데드 트리거,adiv****,2
1011,언니,qazr****,1
1012,신정무문,memo****,9
1013,미래의 미라이,junh****,2
1014,언브레이커블,paul****,8
1015,미래의 미라이,the_****,8
1016,그린치,jang****,7
1017,말모이,duki****,10
1018,아쿠아맨,yosa****,10
1019,그린 북,st98****,10
1020,완득이,sind****,8
1021,내안의 그놈,0199****,10
1022,언더독,toto****,10
1023,일일시호일,wmjs****,10
1024,파이란,song****,10
1025,말모이,leee****,8
1026,내안의 그놈,3878****,10
1027,비버,adiv****,6
1028,드래곤 길들이기,jose****,10
1029,말모이,nie1****,10
1030,내안의 그놈,yonj****,10
1031,배트맨 4 - 배트맨과 로빈,yujs****,1
1032,배트맨 2,yujs****,9
1033,토이 스토리,mxzk****,10
1034,언더독,char****,10
1035,말모이,cybe****,10
1036,몬스터,ufob****,10
1037,크레이지 리치 아시안,ozsu****,10
1038,내안의 그놈,hanw****,8
1039,내안의 그놈,lke7****,10
1040,내안의 그놈,miss****,10
1041,보헤미안 랩소디,1094****,10
1042,언브레이커블,zota****,10
1043,아쿠아맨,kth9****,10
1044,극장판 공룡메카드: 타이니소어의 섬,eunm****,10
1045,그대 이름은 장미,ljwn****,10
1046,스윙키즈,amug****,1
1047,글래스,smk5****,10
1048,글래스,j5bz****,9
1049,글래스,t2v2****,10
1050,글래스,i5c3****,10
1051,글래스,om2u****,9
1052,글래스,lxvv****,10
1053,언니,newf****,1
1054,글래스,skmn****,10
1055,몬스터 호텔 3,yula****,10
1056,글래스,last****,4
1057,글래스,ygcf****,9
1058,스윙키즈,wowp****,10
1059,양말요정 휴고의 대모험,yula****,10
1060,글래스,fill****,10
1061,반지의 제왕: 왕의 귀환,kan1****,10
1062,빌리어네어 보이즈클럽,stud****,10
1063,언더독,harr****,10
1064,반지의 제왕: 두 개의 탑,kan1****,10
1065,곰돌이 푸 다시 만나 행복해,yula****,10
1066,어쌔신: 더 비기닝,kei9****,6
1067,반지의 제왕: 반지 원정대,kan1****,10
1068,내안의 그놈,bnmn****,10
1069,그대 이름은 장미,okok****,8
1070,말모이,dnwk****,8
1071,아쿠아맨,kong****,6
1072,극장판 공룡메카드: 타이니소어의 섬,yula****,10
1073,언더독,wher****,2
1074,글래스,rwlu****,10
1075,국가부도의 날,kong****,6
1076,글래스,pnsy****,10
1077,보헤미안 랩소디,puxi****,10
1078,주먹왕 랄프 2: 인터넷 속으로,supe****,10
1079,글래스,qdfu****,10
1080,글래스,zyvv****,10
1081,글래스,qlt1****,10
1082,글래스,jaak****,10
1083,글래스,vmhl****,10
1084,글래스,mmv5****,9
1085,글래스,fjms****,10
1086,글래스,zmln****,8
1087,글래스,sa2w****,10
1088,글래스,qdqk****,10
1089,글래스,todw****,10
1090,그린 북,skaw****,10
1091,페르소나,toom****,10
1092,언브레이커블,evas****,10
1093,그대 이름은 장미,saym****,10
1094,오두막,mija****,10
1095,글래스,baes****,1
1096,저스트 프렌드,yh11****,1
1097,글래스,rjd2****,8
1098,말모이,whda****,10
1099,동네사람들,a756****,1
1100,내안의 그놈,dpqm****,10
1101,언니,mmnn****,9
1102,시,ufob****,10
1103,말모이,pigg****,6
1104,말모이,doki****,5
1105,말모이,yesw****,10
1106,로그 원: 스타워즈 스토리,mung****,10
1107,카메라를 멈추면 안 돼!,rlaa****,9
1108,식스 센스,gars****,10
1109,마약왕,mast****,5
1110,너의 결혼식,limp****,1
1111,보헤미안 랩소디,sayg****,10
1112,언더독,tree****,10
1113,글래스,jsm1****,8
1114,베일리 어게인,ckd4****,10
1115,글래스,jmiu****,10
1116,글래스,m140****,10
1117,글래스,bt2o****,9
1118,미쓰 와이프,rudx****,10
1119,글래스,jm0h****,10
1120,글래스,zlhb****,10
1121,글래스,dtc4****,10
1122,미드나잇 선,rlaw****,10
1123,글래스,nto5****,9
1124,글래스,r5rf****,10
1125,글래스,bhwx****,10
1126,글래스,o515****,10
1127,글래스,cwpq****,10
1128,웰컴 투 동막골,dydy****,1
1129,글래스,cpal****,10
1130,내안의 그놈,ditk****,10
1131,글래스,i4my****,10
1132,스윙키즈,wjdd****,2
1133,글래스,twml****,8
1134,글래스,z3vj****,10
1135,글래스,wmi5****,9
1136,글래스,u1dq****,10
1137,¾ğ´Ï,shar****,3
1138,ÅäÀÌ ½ºÅä¸® 3,jek0****,10
1139,Çø¿À½º·± ¸¶Ã÷ÄÚÀÇ ÀÏ»ı,ufob****,10
1140,¾ğ´õµ¶,huge****,10
1141,±×¸° ºÏ,cpfl****,10
1142,¹üºíºñ,akim****,5
1143,È²»ê¹ú,sohc****,2
1144,±Û·¡½º,korz****,10
1145,´õ ±×·¹ÀÌ,luke****,10
1146,¸»¸ğÀÌ,hero****,10
1147,언니,hjbn****,10
1148,내안의 그놈,supy****,10
1149,스윙키즈,demo****,10
1150,언니,yong****,1
1151,하모니,ksa2****,5
1152,글래스,yjy2****,10
1153,그대 이름은 장미,par0****,6
1154,알 포인트,atoz****,10
1155,말모이,gy63****,10
1156,스윙키즈,newp****,6
1157,언더독,skha****,10
1158,메멘토,blue****,1
1159,글래스,koki****,2
1160,아쿠아맨,ydy1****,8
1161,"색, 계",jun1****,8
1162,마약왕,moon****,10
1163,미션 임파서블: 폴아웃,sist****,10
1164,범블비,kimg****,1
1165,보헤미안 랩소디,sist****,10
1166,베테랑,ksa2****,9
1167,23 아이덴티티,ssa4****,10
1168,플립,psbo****,9
1169,내안의 그놈,jink****,10
1170,더 랍스터,kwon****,1
1171,퍼스트맨,chga****,10
1172,글래스,egcy****,10
1173,글래스,kf0n****,9
1174,글래스,zwux****,10
1175,글래스,i2as****,10
1176,글래스,ehig****,9
1177,글래스,jjlh****,10
1178,글래스,iau1****,10
1179,허삼관,suci****,8
1180,투사부일체,kkd0****,10
1181,시카리오: 암살자의 도시,us05****,9
1182,이프 온리,lht2****,10
1183,해피 투게더,zero****,7
1184,아일랜드,kimk****,10
1185,박쥐,n0bo****,10
1186,언더독,5141****,1
1187,마약왕,gyru****,8
1188,미래의 미라이,mori****,1
1189,범죄도시,qipq****,10
1190,보헤미안 랩소디,kean****,1
1191,언니,godb****,5
1192,엽문3: 최후의 대결,jtk1****,10
1193,스윙키즈,gksc****,10
1194,글래스,polo****,1
1195,스윙키즈,mida****,2
1196,미쓰 와이프,edig****,10
1197,23 아이덴티티,dvin****,8
1198,미쓰 와이프,o0o1****,10
1199,도어락,zmzm****,1
1200,글래스,alsr****,10
1201,천공의 성 라퓨타,aish****,10
1202,주먹왕 랄프 2: 인터넷 속으로,dnld****,8
1203,스윙키즈,okos****,10
1204,아쿠아맨,djle****,10
1205,언니,l225****,10
1206,리지,dnld****,5
1207,주먹왕 랄프 2: 인터넷 속으로,kkan****,2
1208,글래스,qqsj****,1
1209,글래스,715y****,2
1210,언니,simd****,10
1211,미래의 미라이,fncp****,10
1212,라디오 스타,site****,10
1213,스윙키즈,muse****,10
1214,주먹왕 랄프 2: 인터넷 속으로,qkrw****,7
1215,바람의 파이터,hame****,10
1216,보헤미안 랩소디,tkse****,10
1217,그대 이름은 장미,rs3b****,10
1218,그대 이름은 장미,2jyc****,10
1219,글래스,lwlq****,10
1220,글래스,hafo****,8
1221,글래스,dm4h****,10
1222,글래스,kpiv****,10
1223,글래스,pkdy****,10
1224,타이타닉,puma****,10
1225,스윙키즈,inla****,7
1226,마약왕,ulpr****,1
1227,라디오 스타,18st****,10
1228,인랑,blai****,1
1229,그대 이름은 장미,fash****,8
1230,스윙키즈,bio1****,10
1231,내안의 그놈,dani****,10
1232,인시던트,slrh****,6
1233,해피 투게더,sun4****,1
1234,미래의 미라이,id95****,1
1235,베스트 오브 미,jin0****,10
1236,싸이보그지만 괜찮아,dltj****,10
1237,언니,aehd****,1
1238,써드 스타,juan****,10
1239,마약왕,raje****,10
1240,언니,ks21****,8
1241,호밀밭의 반항아,1080****,8
1242,초이스,1080****,10
1243,스윙키즈,hard****,4
1244,스윙키즈,noel****,10
1245,동네사람들,syon****,4
1246,어톤먼트,qkrd****,10
1247,남과 여,krcp****,10
1248,식물도감,debo****,8
1249,보헤미안 랩소디,ekff****,9
1250,내안의 그놈,rkde****,10
1251,국가부도의 날,jwjw****,10
1252,언더독,kims****,10
1253,몬몬몬 몬스터,polp****,8
1254,마약왕,slrh****,1
1255,그대 이름은 장미,li2h****,9
1256,그대 이름은 장미,hyzn****,10
1257,글래스,gh31****,10
1258,글래스,rlfg****,10
1259,글래스,eiml****,10
1260,차이나타운,hell****,10
1261,글래스,e3nc****,10
1262,글래스,vuu4****,9
1263,글래스,nfg2****,10
1264,글래스,n2wm****,10
1265,미쓰 와이프,worl****,10
1266,너의 이름은.,leeh****,10
1267,몬스터 대학교,ssx0****,10
1268,서치,acea****,7
1269,"가장 따뜻한 색, 블루",rhtn****,10
1270,미쓰 와이프,kjd1****,10
1271,몬스터 주식회사 3D,ssx0****,10
1272,말모이,moon****,10
1273,블랙 팬서,ry77****,1
1274,결혼하지 않아도 괜찮을까,head****,7
1275,미옥,bhp1****,4
1276,로건,simy****,10
1277,글래스,kang****,10
1278,언니,yjws****,6
1279,어드리프트:우리가 함께한 바다,skss****,10
1280,스윙키즈,song****,10
1281,스윙키즈,ndy8****,10
1282,스윙키즈,5639****,10
1283,아수라,kimy****,10
1284,스윙키즈,racc****,8
1285,언니,daop****,2
1286,마약왕,jsf0****,6
1287,개들의 섬,appa****,8
1288,언니,ckdr****,6
1289,스윙키즈,kino****,7
1290,말모이,youm****,10
1291,아저씨,rieu****,10
1292,스윙키즈,alru****,10
1293,스윙키즈,hype****,6
1294,스윙키즈,carr****,1
1295,두사부일체,sang****,10
1296,사도,rudd****,10
1297,범블비,732k****,8
1298,글래스,desi****,8
1299,스윙키즈,tmde****,3
1300,스윙키즈,fall****,9
1301,신비한 동물들과 그린델왈드의 범죄,anjn****,6
1302,마녀,jooh****,2
1303,말모이,whss****,10
1304,스윙키즈,hyes****,10
1305,글래스,taew****,8
1306,말모이,quda****,6
1307,주먹왕 랄프 2: 인터넷 속으로,rlad****,10
1308,미래의 미라이,majl****,6
1309,타이타닉 2,mjhi****,2
1310,세븐,jih0****,10
1311,스파이,yery****,10
1312,언더독,cnf7****,9
1313,스윙키즈,tjds****,10
1314,언더독,ftwe****,10
1315,글래스,dpdb****,10
1316,글래스,isyp****,10
1317,언더독,majl****,5
1318,글래스,au0o****,10
1319,언니,amor****,1
1320,그대 이름은 장미,0uem****,10
1321,헬 페스트,ygs5****,8
1322,그대 이름은 장미,t10a****,9
1323,그대 이름은 장미,lbtg****,10
1324,글래스,yx0i****,10
1325,글래스,w3i4****,9
1326,글래스,we2z****,10
1327,글래스,rca1****,10
1328,스윙키즈,meta****,2
1329,글래스,toz3****,9
1330,글래스,dig2****,10
1331,헌터 킬러,dlwj****,10
1332,언니,sah5****,10
1333,미래의 미라이,rumi****,9
1334,타이타닉 2,rhkd****,10
1335,범블비,ddur****,10
1336,타이타닉 2,soso****,1
1337,글래스,jang****,1
1338,타이타닉 2,cmy3****,1
1339,주노,mist****,1
1340,리지,oyou****,6
1341,내안의 그놈,lpkz****,10
1342,더 기프트,paik****,7
1343,말모이,chu0****,10
1344,타이타닉,rlaa****,10
1345,타이타닉 2,net0****,2
1346,치외법권,qwd9****,10
1347,타이타닉 2,fx10****,10
1348,타이타닉 2,mich****,1
1349,포세이돈,wns9****,10
1350,국가부도의 날,dark****,9
1351,언니,lost****,10
1352,골든슬럼버,wogu****,1
1353,타이타닉,cte9****,10
1354,글래스,stin****,5
1355,글래스,fals****,8
1356,타이타닉 2,tjqr****,2
1357,타이타닉 2,thdn****,3
1358,타이타닉 2,heuh****,1
1359,타이타닉 2,smkh****,1
1360,바람계곡의 나우시카,joon****,10
1361,마이너리티 리포트,bada****,10
1362,타이타닉 2,ffan****,1
1363,글래스,thie****,10
1364,타이타닉 2,pl12****,10
1365,셔터 아일랜드,eunh****,10
1366,내안의 그놈,eeta****,9
1367,스윙키즈,dark****,8
1368,글래스,prot****,8
1369,타이타닉 2,cwsw****,1
1370,타이타닉 2,sgxw****,1
1371,미래의 미라이,5614****,10
1372,내안의 그놈,joy_****,8
1373,그린 북,dbwl****,10
1374,언브레이커블,mhcf****,10
1375,아쿠아맨,jkan****,10
1376,타이타닉 2,daeh****,1
1377,미래의 미라이,rlfg****,10
1378,역모 - 반란의 시대,shir****,2
1379,타이타닉 2,rbf8****,1
1380,크레이지 리치 아시안,befr****,5
1381,글래스,cris****,8
1382,갈증,ravi****,2
1383,타이타닉,skdi****,10
1384,말모이,ravi****,7
1385,말모이,whal****,6
1386,보헤미안 랩소디,jack****,4
1387,타이타닉 2,zeph****,1
1388,타이타닉,jaee****,10
1389,초록물고기,stic****,9
1390,치즈인더트랩,whdc****,2
1391,캐치 미 이프 유 캔,dnjs****,10
